"","Path","Completeness","Redundancy"
"529","GCF_002523065.1.fna.gz",89.01,0
"530","GCA_018366745.1.fna.gz",89.11,0
"531","GCA_018378145.1.fna.gz",89.27,0.88
"532","GCA_015064315.1.fna.gz",89.25,1.57
"533","GCA_902761235.1.fna.gz",89.71,2.7
"534","GCA_003586005.1.fna.gz",89.28,3.78
"535","GCA_902802565.1.fna.gz",89.4,0.22
"536","GCA_900319465.1.fna.gz",89.61,0
"537","GCA_902791065.1.fna.gz",89.03,0.32
"538","GCA_008671585.1.fna.gz",89.93,0.34
"539","GCA_902782105.1.fna.gz",89.22,1.61
"540","GCA_017478185.1.fna.gz",89.78,0
"541","GCA_900753955.1.fna.gz",89.11,1.08
"542","GCA_019119645.1.fna.gz",89.65,2.35
"543","GCA_017396965.1.fna.gz",89.86,5.32
"544","GCA_902787525.1.fna.gz",89.63,0.34
"545","GCA_017512365.1.fna.gz",89.72,4.61
"546","GCA_019113475.1.fna.gz",89.47,3.83
"547","GCA_002492725.1.fna.gz",89.45,0.48
"548","GCA_016292145.1.fna.gz",89.21,3.32
"549","GCA_902773065.1.fna.gz",89.86,2.01
"550","GCA_000965505.1.fna.gz",89.37,1.38
"551","GCA_902785125.1.fna.gz",89.25,1.82
"552","GCA_001304935.1.fna.gz",89.71,0
"553","GCA_002399815.1.fna.gz",89.25,0
"554","GCA_902801975.1.fna.gz",89.27,2.53
"555","GCA_019119775.1.fna.gz",89.36,3.06
"556","GCA_002426645.1.fna.gz",89.41,2.54
"557","GCA_904501765.1.fna.gz",89.71,3.44
"558","GCA_019116225.1.fna.gz",89.71,0
"559","GCA_017631705.1.fna.gz",89.13,1.38
"560","GCA_017467805.1.fna.gz",89.8,0.96
"561","GCA_017548485.1.fna.gz",89.93,1.34
"562","GCA_017422795.1.fna.gz",89.99,5.37
"563","GCA_008668125.1.fna.gz",89.26,1.9
"564","GCA_019120245.1.fna.gz",89.27,1.95
"565","GCA_016297265.1.fna.gz",89.93,0
"566","GCA_902803425.1.fna.gz",89.15,0.06
"567","GCA_902787805.1.fna.gz",89.26,3.04
"568","GCA_018365275.1.fna.gz",89.93,0.67
"569","GCA_015065845.1.fna.gz",89.46,1.01
"570","GCA_902799425.1.fna.gz",89.26,4.33
"571","GCA_008673645.1.fna.gz",89.28,0.89
"572","GCA_017889365.1.fna.gz",89.45,1.45
"573","GCA_017483235.1.fna.gz",89.7,1.04
"574","GCA_015068845.1.fna.gz",89.49,0
"575","GCA_902775965.1.fna.gz",89.17,0
"576","GCA_017851135.1.fna.gz",89.18,0
"577","GCA_902788245.1.fna.gz",89.89,4.96
"578","GCF_000744065.1.fna.gz",89.52,0.97
"579","GCA_902777745.1.fna.gz",89.36,1.84
"580","GCA_012841375.1.fna.gz",89.6,0.09
"581","GCA_002399435.1.fna.gz",89.02,1.61
"582","GCA_902796165.1.fna.gz",89.52,0.67
"583","GCA_902794435.1.fna.gz",89.89,3.37
"584","GCA_017625405.1.fna.gz",89.93,0
"585","GCA_012800195.1.fna.gz",89.87,4.27
"586","GCF_001311255.1.fna.gz",89.63,1.57
"587","GCA_017477215.1.fna.gz",89.52,5.94
"588","GCA_002398275.1.fna.gz",89.71,2.34
"589","GCA_002404925.1.fna.gz",89.61,2.25
"590","GCA_900759455.1.fna.gz",89.62,1.89
"591","GCA_902776175.1.fna.gz",89.96,4.99
"592","GCA_905233595.1.fna.gz",89.5,7.59
"593","GCA_017413205.1.fna.gz",89.93,1.34
"594","GCA_012800655.1.fna.gz",89.27,3.55
"595","GCA_017433415.1.fna.gz",89.89,4.21
"596","GCA_017851095.1.fna.gz",89.26,2.24
"597","GCA_002421225.1.fna.gz",89.31,1.51
"598","GCA_017439015.1.fna.gz",89.79,2.17
"599","GCA_905206385.1.fna.gz",89.58,0.34
"600","GCA_017414715.1.fna.gz",89.43,2.52
"601","GCA_019118425.1.fna.gz",87.54,1.27
"602","GCA_002491565.1.fna.gz",87.19,1.27
"603","GCA_900772245.1.fna.gz",87.58,0.34
"604","GCA_002305685.1.fna.gz",87.92,0
"605","GCA_905208095.1.fna.gz",87.58,2.48
"606","GCA_014869765.1.fna.gz",87.58,1.36
"607","GCA_017532825.1.fna.gz",87.41,2.01
"608","GCA_003344025.1.fna.gz",87.02,0.34
"609","GCA_902773175.1.fna.gz",87.48,2.52
"610","GCA_002481585.1.fna.gz",87.34,3.21
"611","GCA_902801185.1.fna.gz",87.21,3.56
"612","GCA_003513385.1.fna.gz",87.25,0.37
"613","GCA_902801755.1.fna.gz",87.84,0.18
"614","GCA_002397385.1.fna.gz",87.52,1.46
"615","GCA_017330925.1.fna.gz",87.42,0.02
"616","GCA_900320335.1.fna.gz",87.9,4.86
"617","GCA_014869925.1.fna.gz",87.52,2.24
"618","GCA_900547915.1.fna.gz",87.56,0.34
"619","GCA_017997315.1.fna.gz",87.59,0.02
"620","GCA_900547845.1.fna.gz",87.58,0.34
"621","GCA_900320345.1.fna.gz",87.92,0.77
"622","GCA_900320555.1.fna.gz",87.31,0.48
"623","GCF_001748485.2.fna.gz",87.95,0.64
"624","GCA_902767225.1.fna.gz",87.5,0
"625","GCA_015063645.1.fna.gz",87.26,2.35
"626","GCA_902764665.1.fna.gz",87.87,5.48
"627","GCA_902782785.1.fna.gz",87.35,0.89
"628","GCA_019120025.1.fna.gz",87.37,0.19
"629","GCA_002359085.1.fna.gz",87.72,2.61
"630","GCA_905207595.1.fna.gz",87.04,3.13
"631","GCA_017477525.1.fna.gz",87.75,1.98
"632","GCA_902790895.1.fna.gz",87.5,1.27
"633","GCA_905233905.1.fna.gz",87.06,0.1
"634","GCA_902755755.1.fna.gz",87.92,0.77
"635","GCA_017382915.1.fna.gz",87.53,0.28
"636","GCF_904380205.1.fna.gz",87.01,0.56
"637","GCA_017483425.1.fna.gz",87.68,4.01
"638","GCA_902797725.1.fna.gz",87.07,1.59
"639","GCA_019119495.1.fna.gz",87.86,2.04
"640","GCA_015688845.1.fna.gz",87.89,3.97
"641","GCA_902766455.1.fna.gz",87.25,2.73
"642","GCA_016452705.1.fna.gz",87.18,0
"643","GCA_018063785.1.fna.gz",87.41,2.55
"644","GCA_902783505.1.fna.gz",87.23,0.06
"645","GCA_900320645.1.fna.gz",87.33,3.1
"646","GCA_017411645.1.fna.gz",87.95,1.34
"647","GCA_017455395.1.fna.gz",87.69,3.75
"648","GCA_900547015.1.fna.gz",87.36,0
"649","GCA_900549735.1.fna.gz",87.13,1.2
"650","GCA_900552375.1.fna.gz",87.9,2.85
"651","GCA_902792325.1.fna.gz",87.71,2.75
"652","GCF_900538055.1.fna.gz",87.95,1.79
"653","GCA_900547685.1.fna.gz",87.82,0.32
"654","GCA_015255835.1.fna.gz",87.37,1.06
"655","GCA_902790885.1.fna.gz",87.01,3.69
"656","GCA_018265215.1.fna.gz",87.94,0.32
"657","GCA_900320415.1.fna.gz",87.93,2.01
"658","GCA_902797775.1.fna.gz",87.3,3.81
"659","GCA_017625395.1.fna.gz",87.64,2.25
"660","GCA_902771065.1.fna.gz",87.12,2.35
"661","GCA_905198615.1.fna.gz",87.22,4.07
"662","GCA_902771775.1.fna.gz",87.93,4.01
"663","GCA_900549865.1.fna.gz",87.79,1.34
"664","GCA_902789825.1.fna.gz",87.18,2.69
"665","GCF_900099635.1.fna.gz",87.3,2.11
"666","GCA_017420605.1.fna.gz",87.97,1.79
"667","GCA_902795235.1.fna.gz",87.08,2.11
"668","GCA_902803555.1.fna.gz",87.9,0
"669","GCA_900549255.1.fna.gz",87.58,1.01
"670","GCA_015063395.1.fna.gz",87.41,0.67
"671","GCA_016284415.1.fna.gz",87.12,1.64
"672","GCA_002431865.1.fna.gz",87.02,0.96
"673","GCA_017936365.1.fna.gz",87.53,4.54
"674","GCA_902767375.1.fna.gz",87.6,1.4
"675","GCA_017935225.1.fna.gz",87.18,4.16
"676","GCA_002379415.1.fna.gz",87.67,1.66
"677","GCA_016452345.1.fna.gz",87.01,1.22
"678","GCA_014866005.1.fna.gz",87.44,0.88
"679","GCA_904501885.1.fna.gz",87.66,1.2
"680","GCA_018714645.1.fna.gz",88,0
"681","GCA_018053705.1.fna.gz",87.35,0.7
"682","GCA_012799555.1.fna.gz",87.85,0.54
"683","GCA_017540285.1.fna.gz",87.21,6.15
"684","GCA_014804485.1.fna.gz",87.82,4.2
"685","GCA_902763925.1.fna.gz",87.13,2.8
"686","GCA_905236295.1.fna.gz",87.06,4.95
"687","GCA_900551885.1.fna.gz",87.55,2.46
"688","GCA_902768015.1.fna.gz",87.67,0.83
"689","GCA_004557535.1.fna.gz",87.76,0
"690","GCA_900763675.1.fna.gz",87.24,6.32
"691","GCA_015063455.1.fna.gz",87.33,0.06
"692","GCA_902775085.1.fna.gz",87.4,2.52
"693","GCA_017886895.1.fna.gz",87.65,0.24
"694","GCA_002359455.1.fna.gz",87.84,1.57
"695","GCA_012511005.1.fna.gz",87.19,0.34
"696","GCA_017517145.1.fna.gz",87.36,3.52
"697","GCA_019118925.1.fna.gz",87.9,2.24
"698","GCA_001916615.1.fna.gz",87.74,4.78
"699","GCA_012841935.1.fna.gz",87.74,0.64
"700","GCA_905206575.1.fna.gz",87.79,0.67
"701","GCA_018265035.1.fna.gz",85.04,4.8
"702","GCA_008673215.1.fna.gz",85.57,0
"703","GCA_900768835.1.fna.gz",85.46,0
"704","GCA_017435465.1.fna.gz",85.96,1.12
"705","GCA_018053545.1.fna.gz",85.09,5.46
"706","GCA_902803935.1.fna.gz",85.02,0
"707","GCA_002427535.1.fna.gz",85.28,0
"708","GCA_002345885.1.fna.gz",85.58,1.77
"709","GCA_017615975.1.fna.gz",85.6,0.88
"710","GCA_017482465.1.fna.gz",85.7,0.34
"711","GCA_002409095.1.fna.gz",85.7,1.18
"712","GCA_017524765.1.fna.gz",85.84,2.24
"713","GCA_900762735.1.fna.gz",85.63,0.02
"714","GCA_015065665.1.fna.gz",85.55,1.01
"715","GCA_016278435.1.fna.gz",85.57,2.05
"716","GCA_003559515.1.fna.gz",85.23,2.66
"717","GCA_012799635.1.fna.gz",85.96,0
"718","GCA_016295545.1.fna.gz",85.27,1.57
"719","GCA_902794795.1.fna.gz",85.69,2.41
"720","GCA_905200065.1.fna.gz",85.17,0.76
"721","GCA_018364225.1.fna.gz",85.88,6.17
"722","GCA_900548125.1.fna.gz",85.15,0
"723","GCA_902764045.1.fna.gz",86,1.01
"724","GCA_012510325.1.fna.gz",85.95,3.39
"725","GCA_902791375.1.fna.gz",85.17,0.57
"726","GCA_016452745.1.fna.gz",85.55,0.26
"727","GCA_009776955.1.fna.gz",85.11,0.71
"728","GCA_008673175.1.fna.gz",85.57,2.01
"729","GCA_902766775.1.fna.gz",85.51,1.23
"730","GCA_002477915.1.fna.gz",85.94,2.75
"731","GCA_002439555.1.fna.gz",85.34,0
"732","GCA_016295665.1.fna.gz",85.56,2.82
"733","GCA_902797665.1.fna.gz",85.76,1.96
"734","GCA_900314005.1.fna.gz",85.77,0.89
"735","GCA_900763275.1.fna.gz",85.12,0
"736","GCA_900761265.1.fna.gz",85.96,0.67
"737","GCA_905236495.1.fna.gz",85.13,2.24
"738","GCA_902773635.1.fna.gz",85.23,0.79
"739","GCA_009785605.1.fna.gz",85.86,4.47
"740","GCA_902796405.1.fna.gz",85.52,3.12
"741","GCA_017939855.1.fna.gz",86,4.82
"742","GCA_014866315.1.fna.gz",85.86,0.4
"743","GCA_900321265.1.fna.gz",85.24,1.36
"744","GCA_013343025.1.fna.gz",85.22,0.08
"745","GCA_902777655.1.fna.gz",85.96,2.72
"746","GCA_902766065.1.fna.gz",85.07,0.67
"747","GCA_904387305.1.fna.gz",85.95,1.01
"748","GCA_014858405.1.fna.gz",85.96,3.6
"749","GCA_018384155.1.fna.gz",85.08,0.56
"750","GCA_016295795.1.fna.gz",85.96,1.12
"751","GCA_015068285.1.fna.gz",85.61,2.03
"752","GCA_902770675.1.fna.gz",85.47,4.4
"753","GCA_009782085.1.fna.gz",85.17,3.69
"754","GCA_902798955.1.fna.gz",85.51,2.82
"755","GCA_017516045.1.fna.gz",85.22,0
"756","GCA_018064745.1.fna.gz",85.35,2.53
"757","GCA_017513655.1.fna.gz",85.22,1.01
"758","GCA_016454045.1.fna.gz",85.41,0
"759","GCA_900550525.1.fna.gz",85.19,1.21
"760","GCA_015055705.1.fna.gz",85.34,0.47
"761","GCF_001658625.1.fna.gz",85.14,0
"762","GCA_016295515.1.fna.gz",85.03,6.26
"763","GCA_012798865.1.fna.gz",85.39,3.19
"764","GCA_003516865.1.fna.gz",85.47,1.01
"765","GCA_009779755.1.fna.gz",85.19,0.17
"766","GCA_900547975.1.fna.gz",85.46,0
"767","GCA_902772415.1.fna.gz",85.79,2.52
"768","GCA_015056205.1.fna.gz",85.31,1.34
"769","GCA_902766845.1.fna.gz",85.57,1.11
"770","GCA_902762335.1.fna.gz",85.5,0.67
"771","GCA_002402825.1.fna.gz",85.46,0.32
"772","GCA_902758355.1.fna.gz",85.64,1.46
"773","GCA_015263325.1.fna.gz",85.2,0.51
"774","GCA_017397695.1.fna.gz",85.29,4.14
"775","GCA_017531805.1.fna.gz",85.58,0
"776","GCA_904373365.1.fna.gz",85.77,0
"777","GCA_016284575.1.fna.gz",85.27,4.96
"778","GCA_015264305.1.fna.gz",85.27,0.47
"779","GCA_900553675.1.fna.gz",85.19,3.13
"780","GCA_017622885.1.fna.gz",85.51,1.45
"781","GCA_003487405.1.fna.gz",85.57,0
"782","GCA_900314055.1.fna.gz",85.61,0
"783","GCA_012515055.1.fna.gz",85.69,5.83
"784","GCA_902803945.1.fna.gz",85.77,0.89
"785","GCA_018379515.1.fna.gz",85.33,0
"786","GCA_019119795.1.fna.gz",85.62,3.02
"787","GCA_002385435.1.fna.gz",85.31,1.61
"788","GCA_016453525.1.fna.gz",85.27,0.26
"789","GCA_016295615.1.fna.gz",85.48,0
"790","GCA_017411305.1.fna.gz",85.75,5.4
"791","GCA_017472695.1.fna.gz",85.41,0.67
"792","GCA_017530885.1.fna.gz",85.06,5.26
"793","GCA_902796105.1.fna.gz",85.74,1.44
"794","GCA_905236365.1.fna.gz",85.86,5.37
"795","GCA_018370015.1.fna.gz",85.23,0.67
"796","GCA_902780575.1.fna.gz",85.23,0
"797","GCA_900757815.1.fna.gz",85.57,0
"798","GCA_902760025.1.fna.gz",85.19,2.11
"799","GCA_017390245.1.fna.gz",85.25,2.15
"800","GCA_017385905.1.fna.gz",85.94,5.64
"801","GCA_002300105.1.fna.gz",83.93,0
"802","GCA_900554425.1.fna.gz",83.68,3.49
"803","GCA_016303075.1.fna.gz",83.48,2.25
"804","GCA_017435965.1.fna.gz",83.58,0.67
"805","GCA_902796895.1.fna.gz",83.69,4
"806","GCA_001603025.1.fna.gz",83.27,1.61
"807","GCA_900549845.1.fna.gz",83.95,0.6
"808","GCA_904380175.1.fna.gz",83.31,2.25
"809","GCA_900321955.1.fna.gz",83.39,2.38
"810","GCA_902795755.1.fna.gz",83.65,1.12
"811","GCA_017541275.1.fna.gz",83.05,0.39
"812","GCA_014864725.1.fna.gz",83.89,1.58
"813","GCA_902784745.1.fna.gz",83.83,0.67
"814","GCA_900321825.1.fna.gz",83.79,5.37
"815","GCA_902785055.1.fna.gz",83.57,6.1
"816","GCA_004552255.1.fna.gz",83.42,3.24
"817","GCA_002410675.1.fna.gz",83.89,0
"818","GCA_902797525.1.fna.gz",83.68,4.19
"819","GCA_900752055.1.fna.gz",83.22,0.67
"820","GCA_900754535.1.fna.gz",83.74,1.42
"821","GCA_017552785.1.fna.gz",83.45,0
"822","GCA_017625465.1.fna.gz",83.94,4.25
"823","GCA_017458025.1.fna.gz",83.92,1.17
"824","GCA_016452405.1.fna.gz",83.68,0.96
"825","GCA_902783095.1.fna.gz",83.68,2.13
"826","GCA_003551365.1.fna.gz",83.36,3.5
"827","GCA_003531055.1.fna.gz",83.45,2.01
"828","GCA_900754725.1.fna.gz",83.05,0
"829","GCA_902763325.1.fna.gz",83.74,0.5
"830","GCA_902803575.1.fna.gz",83.74,1.57
"831","GCA_905200275.1.fna.gz",83.36,1.23
"832","GCA_018710835.1.fna.gz",83.11,1.01
"833","GCA_017504335.1.fna.gz",83.87,4.01
"834","GCA_902803775.1.fna.gz",83.14,0.89
"835","GCA_900322045.1.fna.gz",83.01,0.99
"836","GCA_902765975.1.fna.gz",83.8,1.34
"837","GCA_017536525.1.fna.gz",83.98,0
"838","GCA_905234855.1.fna.gz",83.42,2.03
"839","GCA_902761875.1.fna.gz",83.77,3.28
"840","GCA_017502065.1.fna.gz",83.08,1.96
"841","GCA_902796705.1.fna.gz",83.8,1.34
"842","GCA_003557885.1.fna.gz",83.94,0
"843","GCA_017510725.1.fna.gz",83.1,3.45
"844","GCA_900551335.1.fna.gz",83.35,1.3
"845","GCA_014868995.1.fna.gz",83.23,1.93
"846","GCA_902778985.1.fna.gz",83.94,1.22
"847","GCA_017442535.1.fna.gz",83.66,0.22
"848","GCA_016452285.1.fna.gz",83.31,0.45
"849","GCA_019113605.1.fna.gz",83.5,3.47
"850","GCA_902779975.1.fna.gz",83.56,1.48
"851","GCA_015056265.1.fna.gz",83.65,2.82
"852","GCA_016929655.1.fna.gz",83.12,0
"853","GCA_002402575.1.fna.gz",83.5,4.24
"854","GCA_900553495.1.fna.gz",83.34,2.68
"855","GCA_902797875.1.fna.gz",83.53,1.23
"856","GCA_902796355.1.fna.gz",83.76,2.48
"857","GCA_902764165.1.fna.gz",83.67,4.7
"858","GCA_017395715.1.fna.gz",83.89,2.01
"859","GCA_900321885.1.fna.gz",83.56,2.59
"860","GCA_002441185.1.fna.gz",83.57,2.72
"861","GCA_007130585.1.fna.gz",83.02,1.84
"862","GCA_900761965.1.fna.gz",83.56,2.01
"863","GCF_007859185.1.fna.gz",83.9,0.37
"864","GCA_002297415.1.fna.gz",83.89,1.01
"865","GCA_017511375.1.fna.gz",83.73,0.67
"866","GCA_902766515.1.fna.gz",83.11,3.85
"867","GCA_017440765.1.fna.gz",83.97,1.53
"868","GCA_017418945.1.fna.gz",83.15,1.12
"869","GCA_017475185.1.fna.gz",83.78,3.98
"870","GCA_902793075.1.fna.gz",83.5,3.07
"871","GCA_014869185.1.fna.gz",83.78,1.68
"872","GCA_902774735.1.fna.gz",83.62,3.68
"873","GCA_015067245.1.fna.gz",83.56,0.64
"874","GCA_902797405.1.fna.gz",83.06,2.65
"875","GCA_902781915.1.fna.gz",83.33,4.94
"876","GCA_015063985.1.fna.gz",83.89,0.67
"877","GCA_018713245.1.fna.gz",83.44,1.68
"878","GCA_902781145.1.fna.gz",84,5.98
"879","GCA_019119105.1.fna.gz",83.41,1.57
"880","GCA_902781715.1.fna.gz",84,2.07
"881","GCA_003511545.1.fna.gz",83.17,0.03
"882","GCA_003511385.1.fna.gz",83.12,1.69
"883","GCA_902763095.1.fna.gz",83.97,0.57
"884","GCA_016303165.1.fna.gz",83.94,0
"885","GCA_009778185.1.fna.gz",83.42,0.89
"886","GCA_902770335.1.fna.gz",83.75,2.88
"887","GCA_902793015.1.fna.gz",83.09,4.16
"888","GCA_900754815.1.fna.gz",83.56,1.34
"889","GCA_902793395.1.fna.gz",83.1,0.81
"890","GCA_019119435.1.fna.gz",83.96,0.76
"891","GCA_018059045.1.fna.gz",83.64,0.17
"892","GCA_015064965.1.fna.gz",83.89,2.01
"893","GCA_017531795.1.fna.gz",83.02,0.81
"894","GCA_900551745.1.fna.gz",83.21,1.5
"895","GCA_016282415.1.fna.gz",83.71,3.26
"896","GCA_015059305.1.fna.gz",84,6.18
"897","GCA_900551945.1.fna.gz",83.33,1.75
"898","GCA_003555415.1.fna.gz",83.3,2.43
"899","GCA_017517185.1.fna.gz",83.62,1.42
"900","GCA_002449145.1.fna.gz",83.11,0
"901","GCA_902795845.1.fna.gz",81.06,0
"902","GCA_902756555.1.fna.gz",81.42,0.92
"903","GCA_015656165.1.fna.gz",81.34,3.33
"904","GCA_016453665.1.fna.gz",81.27,0
"905","GCA_014872605.1.fna.gz",81.5,0
"906","GCA_900313345.1.fna.gz",81.81,1.69
"907","GCA_002397005.1.fna.gz",81.54,0
"908","GCA_017936585.1.fna.gz",81.9,0
"909","GCA_905212825.1.fna.gz",81.52,1.61
"910","GCA_017888005.1.fna.gz",81.49,1.07
"911","GCA_900313435.1.fna.gz",81.32,4.41
"912","GCA_905365385.1.fna.gz",81.69,1.51
"913","GCA_016302505.1.fna.gz",81.82,2.25
"914","GCA_016452985.1.fna.gz",81.1,0.77
"915","GCA_900313405.1.fna.gz",81.65,5.19
"916","GCA_018715425.1.fna.gz",81.14,1.9
"917","GCA_016452185.1.fna.gz",81.08,0.45
"918","GCA_900553435.1.fna.gz",81.58,2.25
"919","GCA_017531315.1.fna.gz",81.19,2.62
"920","GCA_905200505.1.fna.gz",81.81,1.15
"921","GCA_902795835.1.fna.gz",81.65,4.06
"922","GCA_900551395.1.fna.gz",81.82,1.08
"923","GCA_003553725.1.fna.gz",81.52,0.69
"924","GCA_002314565.1.fna.gz",81.38,2.01
"925","GCA_902797195.1.fna.gz",81.21,0.71
"926","GCA_015063335.1.fna.gz",81.54,5.17
"927","GCA_017527915.1.fna.gz",81.1,2.24
"928","GCA_017543325.1.fna.gz",81.14,5.17
"929","GCA_902766875.1.fna.gz",81.73,0
"930","GCA_017433725.1.fna.gz",81.51,0.95
"931","GCA_902800805.1.fna.gz",81.42,5.2
"932","GCA_900553955.1.fna.gz",81.7,2.68
"933","GCA_016302195.1.fna.gz",81.13,0
"934","GCA_003551585.1.fna.gz",81.57,2.12
"935","GCA_002358955.1.fna.gz",81.04,2.36
"936","GCA_902759075.1.fna.gz",81.8,2.03
"937","GCA_017385535.1.fna.gz",81.12,3.01
"938","GCA_017551745.1.fna.gz",81.68,1.28
"939","GCF_000404285.1.fna.gz",81.03,0
"940","GCF_904380385.1.fna.gz",81.88,0
"941","GCA_002394505.1.fna.gz",81.52,1.83
"942","GCA_017557265.1.fna.gz",81.27,2.19
"943","GCA_905203735.1.fna.gz",81.99,1.42
"944","GCA_900313465.1.fna.gz",81.35,1.73
"945","GCA_002371295.1.fna.gz",81.08,4.98
"946","GCA_902770175.1.fna.gz",81.86,3.06
"947","GCA_003534975.1.fna.gz",81.97,0
"948","GCA_016302545.1.fna.gz",81.89,0
"949","GCA_904384205.1.fna.gz",81.46,2.8
"950","GCA_015057205.1.fna.gz",81.25,0.19
"951","GCA_902766405.1.fna.gz",81.44,3.97
"952","GCA_017462755.1.fna.gz",81.42,3.02
"953","GCA_902782475.1.fna.gz",81.36,2.01
"954","GCA_002430285.1.fna.gz",81.9,0.67
"955","GCA_902758105.1.fna.gz",81.04,0
"956","GCA_017616855.1.fna.gz",81.99,2.35
"957","GCA_003534415.1.fna.gz",81.07,0.85
"958","GCA_902772745.1.fna.gz",81.2,3.13
"959","GCA_900549945.1.fna.gz",81.42,0.17
"960","GCA_017888705.1.fna.gz",81.25,2.22
"961","GCA_018058805.1.fna.gz",81.07,0.68
"962","GCA_900767535.1.fna.gz",81.52,1.61
"963","GCA_900555705.1.fna.gz",81.36,4.21
"964","GCA_016453405.1.fna.gz",81.29,0
"965","GCA_002492415.1.fna.gz",81.17,1.61
"966","GCA_016302385.1.fna.gz",81.52,0.84
"967","GCA_002376225.1.fna.gz",81.03,3.45
"968","GCA_905235695.1.fna.gz",81.94,0.22
"969","GCA_015055665.1.fna.gz",81.29,0.4
"970","GCA_017545905.1.fna.gz",81.14,1.69
"971","GCA_015069525.1.fna.gz",81.39,1.57
"972","GCA_003326655.1.fna.gz",81.7,0.01
"973","GCA_904373275.1.fna.gz",81.52,0
"974","GCA_016302415.1.fna.gz",81.66,1.4
"975","GCA_900313505.1.fna.gz",81.42,0.92
"976","GCA_003567515.1.fna.gz",81.36,5.62
"977","GCA_018714725.1.fna.gz",81.42,0.96
"978","GCA_014846985.1.fna.gz",81.77,2.01
"979","GCA_902769465.1.fna.gz",81.82,0.5
"980","GCA_902775285.1.fna.gz",81.46,0.16
"981","GCA_002329675.1.fna.gz",81.74,0.71
"982","GCA_900313585.1.fna.gz",81.22,2.01
"983","GCF_014349095.1.fna.gz",81.9,0.75
"984","GCA_904502205.1.fna.gz",81.34,3.33
"985","GCA_002407745.1.fna.gz",81.22,2.35
"986","GCA_017936155.1.fna.gz",81.82,4.68
"987","GCA_902757505.1.fna.gz",81.35,1.73
"988","GCA_900772065.1.fna.gz",81.66,0
"989","GCA_018053825.1.fna.gz",81.36,1.82
"990","GCA_902773775.1.fna.gz",81.66,2.01
"991","GCA_900553425.1.fna.gz",81.03,2.13
"992","GCA_904387355.1.fna.gz",81.82,1.48
"993","GCA_902760545.1.fna.gz",81.7,0.24
"994","GCA_002351265.1.fna.gz",81.13,1.45
"995","GCA_014799565.1.fna.gz",81.41,2.01
"996","GCA_902767435.1.fna.gz",81.83,3.85
"997","GCA_900313635.1.fna.gz",81.05,1.72
"998","GCA_002310155.1.fna.gz",81.08,0.35
"999","GCA_002423425.1.fna.gz",81.78,0.06
"1000","GCA_002328435.1.fna.gz",81.67,2.42
"1001","GCA_015064725.1.fna.gz",80,0
"1002","GCA_017563195.1.fna.gz",79.55,0.17
"1003","GCA_905371635.1.fna.gz",79.62,0
"1004","GCA_017461045.1.fna.gz",79.8,0
"1005","GCA_003521665.1.fna.gz",79.95,1.15
"1006","GCA_004553495.1.fna.gz",79.64,0
"1007","GCA_018370255.1.fna.gz",79.46,0.67
"1008","GCA_017934175.1.fna.gz",79.59,0.84
"1009","GCA_900551575.1.fna.gz",79.35,0.67
"1010","GCA_002423225.1.fna.gz",80,0
"1011","GCA_017503165.1.fna.gz",79.35,2.83
"1012","GCA_900761295.1.fna.gz",79.03,2.45
"1013","GCA_002394905.1.fna.gz",79.49,5.17
"1014","GCA_902388295.1.fna.gz",79.28,2.83
"1015","GCA_000508465.1.fna.gz",80,0.08
"1016","GCA_002449915.1.fna.gz",79.36,0.53
"1017","GCA_002368575.1.fna.gz",79.54,0.77
"1018","GCA_900555295.1.fna.gz",79.82,3.51
"1019","GCA_017402085.1.fna.gz",79.12,5.72
"1020","GCA_007132635.1.fna.gz",79.48,0.92
"1021","GCA_003508245.1.fna.gz",79.76,1.34
"1022","GCA_016452545.1.fna.gz",79.39,0.26
"1023","GCA_017458745.1.fna.gz",79.97,1.38
"1024","GCA_002397545.1.fna.gz",79.4,0
"1025","GCA_017828855.1.fna.gz",79.36,1.01
"1026","GCA_017466885.1.fna.gz",79.87,0
"1027","GCA_016282045.1.fna.gz",79.98,5.64
"1028","GCA_018369955.1.fna.gz",79.93,0
"1029","GCA_017443225.1.fna.gz",79.97,1.57
"1030","GCA_905192985.1.fna.gz",79.47,0.35
"1031","GCA_905197495.1.fna.gz",79.69,0.22
"1032","GCA_003445225.1.fna.gz",80,5.73
"1033","GCA_900756615.1.fna.gz",79.1,0
"1034","GCA_003506235.1.fna.gz",79.24,0
"1035","GCA_017440045.1.fna.gz",79.26,1.52
"1036","GCA_017501245.1.fna.gz",79.03,1.34
"1037","GCA_018372305.1.fna.gz",79.26,1.87
"1038","GCA_900768445.1.fna.gz",79.21,0
"1039","GCA_003500565.1.fna.gz",79.59,3.3
"1040","GCA_017465865.1.fna.gz",79.03,0.4
"1041","GCA_017537245.1.fna.gz",79.08,0
"1042","GCA_003487665.1.fna.gz",79.61,1.68
"1043","GCA_905213505.1.fna.gz",79.95,2.85
"1044","GCA_017613995.1.fna.gz",79.82,5.16
"1045","GCA_001916175.1.fna.gz",79.46,4.92
"1046","GCA_002393815.1.fna.gz",79.25,3.28
"1047","GCA_017506735.1.fna.gz",79.83,0.67
"1048","GCA_900554785.1.fna.gz",79.1,2.97
"1049","GCA_017521185.1.fna.gz",79.4,5.26
"1050","GCA_002351105.1.fna.gz",79.62,1.89
